id,index
GO:0016762,316
GO:0060319,317
GO:0032740,318
GO:1900364,319
GO:0061186,320
GO:0000103,321
GO:0004673,322
GO:0030880,323
GO:0048598,324
GO:0044166,325
GO:0015680,326
GO:0071793,327
GO:0090630,328
GO:0140662,329
GO:0003860,330
GO:0042719,331
GO:0051315,332
GO:0044209,333
GO:0015301,334
GO:0043880,335
GO:0008914,336
GO:0001666,337
GO:0102250,338
GO:0009437,339
GO:0034709,340
GO:0034454,341
GO:0031936,342
GO:0044179,343
GO:0031145,344
GO:0033198,345
GO:0016571,346
GO:0008597,347
GO:0102756,348
GO:0006656,349
GO:0035804,350
GO:0042645,351
GO:0004736,352
GO:0009452,353
GO:0051495,354
GO:0042998,355
GO:0015054,356
GO:0000224,357
GO:0052749,358
GO:0032454,359
GO:0043528,360
GO:0006066,361
GO:0008195,362
GO:0001935,363
GO:0097421,364
GO:0043914,365
GO:0098849,366
GO:0030594,367
GO:0005846,368
GO:0008281,369
GO:0008138,370
GO:0010606,371
GO:0051908,372
GO:0048545,373
GO:0003727,374
GO:0007224,375
GO:0045930,376
GO:0005149,377
GO:0140053,378
GO:0047117,379
GO:0006782,380
GO:0015627,381
GO:0042151,382
GO:0019284,383
GO:0051591,384
GO:0031047,385
GO:0016034,386
GO:0071333,387
GO:0004721,388
GO:0009712,389
GO:0097027,390
GO:0009851,391
GO:0102726,392
GO:0003871,393
GO:0004073,394
GO:0005153,395
GO:0102420,396
GO:0051606,397
GO:0004436,398
GO:0032482,399
GO:0042981,400
GO:0006622,401
GO:0006936,402
GO:0050545,403
GO:1990077,404
GO:0001505,405
GO:0046686,406
GO:0004065,407
GO:0004712,408
GO:0033863,409
GO:0050796,410
GO:0015974,411
GO:0071596,412
GO:0102158,413
GO:0031667,414
GO:0007267,415
GO:0047522,416
GO:0006325,417
GO:0043004,418
GO:0006334,419
GO:0030513,420
GO:0000749,421
GO:1990071,422
GO:0016157,423
GO:0008874,424
GO:0043928,425
GO:0007368,426
GO:0051131,427
GO:0098686,428
GO:0009941,429
GO:0008973,430
GO:0032580,431
GO:0001958,432
GO:0046110,433
GO:0001671,434
GO:0033165,435
GO:0009338,436
GO:0045437,437
GO:0019529,438
GO:0030215,439
GO:0005313,440
GO:0048010,441
GO:0043153,442
GO:0004505,443
GO:1904294,444
GO:0031526,445
GO:0006418,446
GO:0009266,447
GO:0000298,448
GO:0030244,449
GO:1990465,450
GO:0046627,451
GO:0042730,452
GO:0009426,453
GO:0016984,454
GO:0021766,455
GO:0005912,456
GO:0009882,457
GO:0071978,458
GO:0000792,459
GO:0007422,460
GO:0010243,461
GO:0034364,462
GO:0031492,463
GO:0017064,464
GO:0051092,465
GO:0000472,466
GO:0009415,467
GO:0098703,468
GO:0031369,469
GO:0005983,470
GO:0071385,471
GO:0031676,472
GO:0030026,473
GO:0016286,474
GO:0070096,475
GO:0042256,476
GO:0045158,477
GO:0005319,478
GO:0038187,479
GO:0007188,480
GO:0004566,481
GO:0008715,482
GO:1990862,483
GO:0006177,484
GO:0140042,485
GO:0007605,486
GO:0043103,487
GO:0008830,488
GO:0006518,489
GO:0050321,490
GO:0071949,491
GO:1903818,492
GO:0004336,493
GO:0019797,494
GO:0031638,495
GO:1990456,496
GO:0033961,497
GO:0047952,498
GO:0043386,499
GO:0102483,500
GO:0035299,501
GO:0004124,502
GO:0043684,503
GO:0010494,504
GO:0042135,505
GO:0140513,506
GO:0004020,507
GO:0106320,508
GO:0009083,509
GO:0045022,510
GO:0005850,511
GO:0016925,512
GO:0000785,513
GO:0097363,514
GO:0008808,515
GO:0005934,516
GO:0045671,517
GO:0031307,518
GO:0006048,519
GO:0061133,520
GO:0000049,521
GO:0006556,522
GO:0000285,523
GO:0031391,524
GO:0070140,525
GO:0016922,526
GO:1904985,527
GO:0042110,528
GO:0004957,529
GO:0008121,530
GO:0016559,531
GO:0006121,532
GO:0050090,533
GO:0004108,534
GO:0052659,535
GO:0019062,536
GO:0002161,537
GO:0070461,538
GO:0003689,539
GO:0016282,540
GO:0009063,541
GO:0016776,542
GO:0046496,543
GO:0071522,544
GO:0008752,545
GO:0031234,546
GO:0000027,547
GO:0005753,548
GO:0030424,549
GO:0033588,550
GO:0034475,551
GO:0043158,552
GO:0070475,553
GO:0015420,554
GO:0045145,555
GO:0004198,556
GO:0006401,557
GO:0030254,558
GO:0045881,559
GO:0004342,560
GO:0019627,561
GO:0032196,562
GO:0061604,563
GO:0046685,564
GO:0006750,565
GO:0003721,566
GO:0070050,567
GO:0033167,568
GO:0030428,569
GO:0047485,570
GO:0004030,571
GO:0000177,572
GO:0050357,573
GO:0009723,574
GO:0035025,575
GO:0046656,576
GO:0018401,577
GO:0043802,578
GO:0003881,579
GO:0002237,580
GO:0030908,581
GO:0046295,582
GO:0102342,583
GO:0009085,584
GO:0001968,585
GO:0006044,586
GO:0015671,587
GO:0007035,588
GO:0051787,589
GO:0004088,590
GO:0009792,591
GO:0050778,592
GO:0002053,593
GO:0003868,594
GO:0004998,595
GO:0006308,596
GO:0008559,597
GO:0036065,598
GO:0018677,599
GO:0006078,600
GO:0042174,601
GO:0001501,602
GO:0009739,603
GO:0003997,604
GO:0005160,605
GO:0010099,606
GO:0031333,607
GO:0080183,608
GO:0051224,609
GO:0071549,610
GO:0009696,611
GO:0005944,612
GO:0032436,613
GO:0016435,614
GO:0009432,615
GO:0043130,616
GO:0005080,617
GO:0001944,618
GO:0019894,619
GO:0016175,620
GO:0070006,621
GO:0042729,622
GO:0002376,623
GO:0008800,624
GO:0005547,625
GO:0030058,626
GO:0008479,627
GO:0010165,628
GO:0061981,629
GO:0018662,630
GO:0047536,631
GO:0000009,632
GO:0007094,633
GO:0008721,634
GO:0009933,635
GO:0032955,636
GO:0030123,637
GO:0004693,638
GO:0045453,639
GO:0032094,640
GO:0005845,641
GO:0035731,642
GO:0045010,643
GO:0032981,644
GO:0007021,645
GO:0016161,646
GO:0043165,647
GO:0004324,648
GO:1904382,649
GO:0015105,650
GO:0006624,651
GO:0030683,652
GO:0016722,653
GO:0101031,654
GO:1901170,655
GO:0030041,656
GO:0044231,657
GO:0032757,658
GO:0010212,659
GO:0015721,660
GO:0034219,661
GO:0009908,662
GO:0019512,663
GO:0003874,664
GO:2001006,665
GO:0050839,666
GO:0098869,667
GO:1903561,668
GO:0030447,669
GO:0004422,670
GO:1904380,671
GO:0046873,672
GO:0045039,673
GO:0006552,674
GO:0001974,675
GO:0005869,676
GO:0010349,677
GO:0004817,678
GO:0030422,679
GO:0005887,680
GO:0052823,681
GO:0030111,682
GO:0017136,683
GO:0019146,684
GO:0001102,685
GO:0010167,686
GO:0017187,687
GO:0009295,688
GO:0030550,689
GO:0016300,690
GO:0016926,691
GO:0008307,692
GO:0051205,693
GO:0043968,694
GO:0044613,695
GO:0004777,696
GO:0043727,697
GO:0007080,698
GO:0043009,699
GO:0004135,700
GO:0004579,701
GO:0035753,702
GO:0005838,703
GO:0004821,704
GO:0043515,705
GO:0009854,706
GO:0007017,707
GO:0051219,708
GO:0004555,709
GO:0050767,710
GO:0000727,711
GO:0010285,712
GO:0004451,713
GO:0042545,714
GO:0042100,715
GO:0106026,716
GO:0102027,717
GO:0070328,718
GO:0004128,719
GO:0016575,720
GO:0052737,721
GO:0071218,722
GO:0098719,723
GO:0006557,724
GO:0031396,725
GO:0010029,726
GO:0090156,727
GO:0008686,728
GO:0031648,729
GO:0005628,730
GO:0009538,731
GO:0004708,732
GO:0102039,733
GO:0022011,734
GO:0042282,735
GO:0008882,736
GO:0016460,737
GO:0060237,738
GO:0005871,739
GO:0070566,740
GO:0042800,741
GO:0052913,742
GO:0016715,743
GO:0038036,744
GO:0006523,745
GO:0004084,746
GO:0044167,747
GO:0008495,748
GO:0009073,749
GO:0005779,750
GO:0006829,751
GO:0032012,752
GO:0001594,753
GO:0009235,754
GO:0046777,755
GO:0048920,756
GO:0031640,757
GO:0006636,758
GO:0032963,759
GO:0019902,760
GO:0015630,761
GO:0042802,762
GO:0032922,763
GO:0021549,764
GO:0016712,765
GO:0030163,766
GO:0006086,767
GO:0007168,768
GO:0047325,769
GO:0004737,770
GO:0097720,771
GO:0006432,772
GO:0005890,773
GO:0018454,774
GO:0045488,775
GO:0043406,776
GO:0003830,777
GO:0070062,778
GO:0007004,779
GO:0039587,780
GO:0000908,781
GO:0090529,782
GO:0004613,783
GO:0019843,784
GO:0005355,785
GO:0050891,786
GO:0061603,787
GO:0030501,788
GO:0033063,789
GO:0015343,790
GO:0140021,791
GO:0005246,792
GO:0012505,793
GO:0047756,794
GO:0061436,795
GO:0003756,796
GO:0042771,797
GO:0034138,798
GO:0009693,799
GO:0047400,800
GO:0005488,801
GO:0004715,802
GO:0001708,803
GO:0034260,804
GO:0008824,805
GO:0030366,806
GO:0097588,807
GO:0061178,808
GO:0006231,809
GO:0000228,810
GO:0005536,811
GO:0039694,812
GO:0009107,813
GO:0035870,814
GO:0043170,815
GO:0050311,816
GO:0004447,817
GO:0006793,818
GO:0004424,819
GO:0008775,820
GO:0015693,821
GO:0016358,822
GO:0030178,823
GO:0048039,824
GO:0019674,825
GO:0032432,826
GO:0015689,827
GO:0047985,828
GO:0004908,829
GO:0009326,830
GO:0043799,831
GO:0042043,832
GO:0009378,833
GO:0035115,834
GO:0046034,835
GO:1904813,836
GO:0019073,837
GO:0004575,838
GO:0045254,839
GO:0015030,840
GO:0047294,841
GO:0005131,842
GO:0016597,843
GO:0035552,844
GO:0006959,845
GO:0007584,846
GO:0051537,847
GO:0045047,848
GO:0032414,849
GO:0017056,850
GO:0004713,851
GO:0090090,852
GO:0036310,853
GO:0051384,854
GO:0004409,855
GO:0010515,856
GO:0050105,857
GO:0046689,858
GO:0009061,859
GO:0016525,860
GO:0000178,861
GO:0008932,862
GO:0071456,863
GO:0019003,864
GO:0009450,865
GO:0030132,866
GO:0008816,867
GO:0045503,868
GO:0060698,869
GO:0017189,870
GO:0071004,871
GO:0031639,872
GO:0046421,873
GO:0051482,874
GO:0003676,875
GO:0052869,876
GO:0010485,877
GO:0034612,878
GO:0033812,879
GO:0043249,880
GO:0061697,881
GO:0002052,882
GO:0007292,883
GO:0061799,884
GO:0007029,885
GO:0001731,886
GO:0048018,887
GO:0009339,888
GO:0008820,889
GO:0030091,890
GO:0000083,891
GO:0050023,892
GO:1990504,893
GO:0031207,894
GO:0070876,895
GO:1990481,896
GO:0008913,897
GO:0046936,898
GO:0102567,899
GO:0009088,900
GO:0009311,901
GO:0016884,902
GO:0048026,903
GO:0004160,904
GO:1902230,905
GO:0061798,906
GO:0001227,907
GO:0070187,908
GO:0008174,909
GO:0009737,910
GO:0072488,911
GO:0032259,912
GO:0047150,913
GO:0070536,914
GO:0016971,915
GO:0010811,916
GO:0008312,917
GO:0070417,918
GO:0043007,919
GO:0046827,920
GO:0006839,921
GO:0047462,922
GO:0010206,923
GO:0030488,924
GO:0034987,925
GO:0051989,926
GO:0006163,927
GO:0065007,928
GO:0016493,929
GO:0102919,930
GO:0032092,931
GO:0051298,932
GO:0046697,933
GO:0106435,934
GO:0005793,935
GO:0046776,936
GO:0010333,937
GO:0050380,938
GO:1904680,939
GO:0030904,940
GO:0000172,941
GO:0032784,942
GO:0001085,943
GO:0005337,944
GO:0097023,945
GO:0042754,946
GO:0048309,947
GO:0001891,948
GO:0075512,949
GO:0016795,950
GO:0032438,951
GO:0008465,952
GO:0008119,953
GO:0048008,954
GO:0044030,955
GO:0042276,956
GO:1990544,957
GO:0038026,958
GO:0030587,959
GO:0031571,960
GO:2001240,961
GO:0001510,962
GO:0030672,963
GO:0043093,964
GO:0008750,965
GO:0006629,966
GO:0004503,967
GO:0042500,968
GO:0019897,969
GO:0007409,970
GO:0008537,971
GO:0004792,972
GO:0002064,973
GO:0055130,974
GO:0052723,975
GO:0030697,976
GO:0030599,977
GO:0022604,978
GO:0046527,979
GO:0047127,980
GO:0051116,981
GO:0005764,982
GO:0003994,983
GO:0000379,984
GO:0017124,985
GO:0019841,986
GO:0047475,987
GO:0015415,988
GO:0043523,989
GO:0004421,990
GO:0000254,991
GO:0030659,992
GO:0019992,993
GO:0051233,994
GO:0019904,995
GO:0009337,996
GO:0003700,997
GO:0015140,998
GO:0005637,999
GO:0050290,1000
GO:0004947,1001
GO:0034639,1002
GO:0050135,1003
GO:0071816,1004
GO:0039525,1005
GO:0051301,1006
GO:0007172,1007
GO:0070860,1008
GO:0016018,1009
GO:0030117,1010
GO:0008677,1011
GO:0030903,1012
GO:0005929,1013
GO:0036068,1014
GO:0003856,1015
GO:0043215,1016
GO:0003935,1017
GO:0010942,1018
GO:0005179,1019
GO:0004140,1020
GO:0102341,1021
GO:0008663,1022
GO:0042157,1023
GO:1902459,1024
GO:0008354,1025
GO:0008995,1026
GO:0045037,1027
GO:0001681,1028
GO:0120029,1029
GO:0016818,1030
GO:0006513,1031
GO:1901222,1032
GO:0009156,1033
GO:2001234,1034
GO:0051262,1035
GO:0006120,1036
GO:0030866,1037
GO:0006661,1038
GO:0048280,1039
GO:0051920,1040
GO:0070988,1041
GO:0018580,1042
GO:0047110,1043
GO:0070531,1044
GO:0004653,1045
GO:0004805,1046
GO:0004822,1047
GO:0071474,1048
GO:0001932,1049
GO:0010033,1050
GO:0000400,1051
GO:0008794,1052
GO:0006427,1053
GO:0039644,1054
GO:0005787,1055
GO:0015888,1056
GO:0050485,1057
GO:0036370,1058
GO:0030973,1059
GO:0000753,1060
GO:0042054,1061
GO:0046890,1062
GO:0031389,1063
GO:0047988,1064
GO:0008696,1065
GO:0006397,1066
GO:1902604,1067
GO:0032355,1068
GO:0016578,1069
GO:0033077,1070
GO:0001514,1071
GO:0006878,1072
GO:0007189,1073
GO:0016817,1074
GO:0045033,1075
GO:0007157,1076
GO:0008134,1077
GO:0015661,1078
GO:0070509,1079
GO:0051879,1080
GO:0051260,1081
GO:0006051,1082
GO:0017156,1083
GO:0015232,1084
GO:0102009,1085
GO:0019932,1086
GO:0030971,1087
GO:0009744,1088
GO:0006508,1089
GO:0017025,1090
GO:0008734,1091
GO:0015020,1092
GO:0030126,1093
GO:0016831,1094
GO:0008732,1095
GO:0015990,1096
GO:0042423,1097
GO:0033877,1098
GO:0061605,1099
GO:0004768,1100
GO:0047004,1101
GO:0008615,1102
GO:0051011,1103
GO:0016043,1104
GO:0030255,1105
GO:0040014,1106
GO:0008140,1107
GO:0055117,1108
GO:1905168,1109
GO:0043020,1110
GO:0007005,1111
GO:0001569,1112
GO:0036424,1113
GO:0046983,1114
GO:0071339,1115
GO:0042138,1116
GO:0008494,1117
GO:0005201,1118
GO:0005518,1119
GO:0038062,1120
GO:0006449,1121
GO:0043813,1122
GO:0071709,1123
GO:0007162,1124
GO:0004123,1125
GO:0004356,1126
GO:0042773,1127
GO:0004638,1128
GO:0006337,1129
GO:0006886,1130
GO:0004837,1131
GO:0072540,1132
GO:0008674,1133
GO:0061587,1134
GO:0034599,1135
GO:0045599,1136
GO:0005768,1137
GO:0008452,1138
GO:0016768,1139
GO:0008301,1140
GO:0042048,1141
GO:0016856,1142
GO:0004844,1143
GO:0005047,1144
GO:0015572,1145
GO:0043908,1146
GO:0004856,1147
GO:0047100,1148
GO:0120159,1149
GO:0032526,1150
GO:0006873,1151
GO:0006261,1152
GO:0043874,1153
GO:0106351,1154
GO:0005247,1155
GO:0019518,1156
GO:0070967,1157
GO:0019303,1158
GO:0035076,1159
GO:0046577,1160
GO:0004347,1161
GO:0006595,1162
GO:0005671,1163
GO:0030141,1164
GO:0045489,1165
GO:0070121,1166
GO:0070929,1167
GO:0006360,1168
GO:0006269,1169
GO:0019566,1170
GO:1901681,1171
GO:0016799,1172
GO:0036435,1173
GO:0046599,1174
GO:0046928,1175
GO:0009030,1176
GO:0047874,1177
GO:0016688,1178
GO:0015026,1179
GO:1990712,1180
GO:0030494,1181
GO:0006612,1182
GO:0008476,1183
GO:0016500,1184
GO:0008137,1185
GO:0019354,1186
GO:0009374,1187
GO:0051018,1188
GO:0005796,1189
GO:0032041,1190
GO:0004474,1191
GO:0016813,1192
GO:0016757,1193
GO:0000935,1194
GO:0031023,1195
GO:0009846,1196
GO:0004414,1197
GO:0045901,1198
GO:0072344,1199
GO:0030133,1200
GO:0098839,1201
GO:0019901,1202
GO:0007130,1203
GO:0004760,1204
GO:0045148,1205
GO:0071565,1206
GO:0043709,1207
GO:0000777,1208
GO:0000463,1209
GO:0039645,1210
GO:0004862,1211
GO:0019807,1212
GO:0004616,1213
GO:0043770,1214
GO:0002088,1215
GO:0042407,1216
GO:0000050,1217
GO:0043269,1218
GO:0060041,1219
GO:0061157,1220
GO:0050772,1221
GO:0030261,1222
GO:0042605,1223
GO:0023052,1224
GO:0003878,1225
GO:0003678,1226
GO:0047001,1227
GO:0042476,1228
GO:0005811,1229
GO:0050528,1230
GO:0033265,1231
GO:0005452,1232
GO:0047473,1233
GO:0004332,1234
GO:0005154,1235
GO:0016661,1236
GO:0034194,1237
GO:0015412,1238
GO:0007568,1239
GO:0004775,1240
GO:0015558,1241
GO:0006304,1242
GO:0006974,1243
GO:0008657,1244
GO:0015562,1245
GO:0045165,1246
GO:0070824,1247
GO:0000808,1248
GO:0030121,1249
GO:0008855,1250
GO:0008811,1251
GO:0009408,1252
GO:0044205,1253
GO:0004383,1254
GO:0009959,1255
GO:0050086,1256
GO:0018492,1257
GO:0001881,1258
GO:0019386,1259
GO:0047244,1260
GO:1904115,1261
GO:0033732,1262
GO:0051924,1263
GO:0047295,1264
GO:0004467,1265
GO:0031293,1266
GO:0071555,1267
GO:0031216,1268
GO:0043768,1269
GO:0015986,1270
GO:0008976,1271
GO:0004756,1272
GO:0016223,1273
GO:0007187,1274
GO:0046306,1275
GO:0005851,1276
GO:0004325,1277
GO:0016070,1278
GO:0016934,1279
GO:0006421,1280
GO:0046813,1281
GO:0004531,1282
GO:0060325,1283
GO:0043842,1284
GO:0010738,1285
GO:0043434,1286
GO:0033201,1287
GO:0004720,1288
GO:0050622,1289
GO:0000184,1290
GO:0042953,1291
GO:0000932,1292
GO:0050076,1293
GO:0010875,1294
GO:0008745,1295
GO:0003007,1296
GO:0004683,1297
GO:0048240,1298
GO:0030274,1299
GO:0017111,1300
GO:0050531,1301
GO:0003848,1302
GO:0006590,1303
GO:1905515,1304
GO:0004742,1305
GO:0018771,1306
GO:0008409,1307
GO:0045227,1308
GO:0006223,1309
GO:0000148,1310
GO:0008930,1311
GO:0031018,1312
GO:1900745,1313
GO:0008907,1314
GO:1990246,1315
GO:0070497,1316
GO:0031509,1317
GO:0051965,1318
GO:0015299,1319
GO:0003999,1320
GO:0019856,1321
GO:0008447,1322
GO:0046041,1323
GO:0008603,1324
GO:0018342,1325
GO:0017057,1326
GO:0047569,1327
GO:0047935,1328
GO:0000138,1329
GO:0042766,1330
GO:0042351,1331
GO:0047646,1332
GO:0009624,1333
GO:0042245,1334
GO:0036158,1335
GO:0045899,1336
GO:0004450,1337
GO:0046622,1338
GO:0050614,1339
GO:0042761,1340
GO:0019350,1341
GO:1990817,1342
GO:0043248,1343
GO:1990547,1344
GO:0018108,1345
GO:0047349,1346
GO:0016787,1347
GO:0016759,1348
GO:0001867,1349
GO:0046922,1350
GO:0035329,1351
GO:0048468,1352
GO:0001942,1353
GO:0046423,1354
GO:0060548,1355
GO:0008278,1356
GO:0043167,1357
GO:0042279,1358
GO:0045859,1359
GO:0006531,1360
GO:0004851,1361
GO:0005230,1362
GO:0034314,1363
GO:0045842,1364
GO:0035516,1365
GO:0040001,1366
GO:0018842,1367
GO:0042925,1368
GO:0015629,1369
GO:0016866,1370
GO:0070569,1371
GO:0009022,1372
GO:0004127,1373
GO:0060218,1374
GO:0044318,1375
GO:0039563,1376
GO:0001682,1377
GO:0007010,1378
GO:0009394,1379
GO:0070040,1380
GO:0070325,1381
GO:0000079,1382
GO:0043229,1383
GO:0045284,1384
GO:0016979,1385
GO:1900753,1386
GO:0016437,1387
GO:0018293,1388
GO:0097110,1389
GO:1904263,1390
GO:0050871,1391
GO:0040008,1392
GO:0017119,1393
GO:0000738,1394
GO:0106350,1395
GO:0004438,1396
GO:0008237,1397
GO:0006546,1398
GO:0016176,1399
GO:0040037,1400
GO:0103053,1401
GO:0102490,1402
GO:0140359,1403
GO:0009028,1404
GO:0045174,1405
GO:1990116,1406
GO:0004333,1407
GO:0051743,1408
GO:0031123,1409
GO:0045429,1410
GO:0102131,1411
GO:0030245,1412
GO:0055041,1413
GO:0004527,1414
GO:0045765,1415
GO:2000249,1416
GO:0009026,1417
GO:0043716,1418
GO:0071470,1419
GO:0043046,1420
GO:0097546,1421
GO:0042470,1422
GO:0050793,1423
GO:0030600,1424
GO:0007274,1425
GO:0042908,1426
GO:0008609,1427
GO:0047461,1428
GO:0005911,1429
GO:0033617,1430
GO:0008683,1431
GO:0004097,1432
GO:0006383,1433
GO:0051928,1434
GO:0071479,1435
GO:0017113,1436
GO:0004493,1437
GO:0046274,1438
GO:1903672,1439
GO:0033218,1440
GO:0097111,1441
GO:2001059,1442
GO:0050434,1443
GO:0050462,1444
GO:0004475,1445
GO:0047044,1446
GO:0043801,1447
GO:0004847,1448
GO:0008694,1449
GO:0000162,1450
GO:0009791,1451
GO:0031992,1452
GO:0030979,1453
GO:0046559,1454
GO:0052654,1455
GO:0099523,1456
GO:0015099,1457
GO:0070527,1458
GO:0048306,1459
GO:0006488,1460
GO:0009952,1461
GO:0051638,1462
GO:1901566,1463
GO:0007586,1464
GO:0004633,1465
GO:0006072,1466
GO:0000453,1467
GO:0043627,1468
GO:0007043,1469
GO:0007276,1470
GO:0033567,1471
GO:0001675,1472
GO:0019652,1473
GO:0008966,1474
GO:0039660,1475
GO:0007270,1476
GO:0006233,1477
GO:0006094,1478
GO:0031979,1479
GO:0003823,1480
GO:0039520,1481
GO:0006883,1482
GO:0000038,1483
GO:0032120,1484
GO:0051598,1485
GO:0016272,1486
GO:0002084,1487
GO:0050126,1488
GO:0043021,1489
GO:0060699,1490
GO:0034497,1491
GO:0000978,1492
GO:0045104,1493
GO:0070197,1494
GO:0004816,1495
GO:0047975,1496
GO:0004800,1497
GO:0009097,1498
